jobID,Real,Guess,Calc,pFound,len
65973,8.5,0.0,5.0,0.0,12
43358,2.5,0.48,15.0,0.24,17
62346,7.5,0.52,1.0,0.12,8
67962,15.5,0.0,7.5,0.0,2
68189,8.0,3.12,5.0,0.07,28
68072,5.5,5.22,2.5,0.11,18
69039,2.0,0.0,12.0,0.0,2
47405,162.5,,30.0,0.39,121
69104,1.0,0.0,1.0,0.0,4
38498,16.5,0.0,66.0,0.0,2
46396,2.0,0.0,3.0,0.0,8
69278,8.0,0.0,3.0,0.0,8
69311,1.0,0.0,1.0,0.0,11
47143,18.5,3.45,14.0,0.08,25
69417,13.5,2.22,10.0,0.33,3
69463,1.0,0.36,6.0,0.14,14
69466,69.0,11.906,146.0,0.31,45
43353,30.0,24.16,27.0,0.38,45
27393,44.0,61.9984,40.0,0.38,78
69655,36.5,4.65,35.0,0.18,28
49667,15.5,5.88,15.0,0.1,21
69698,28.5,20.3,30.0,0.62,24
69746,42.5,0.0,24.0,0.0,1
69753,15.0,0.0,12.0,0.0,4
49677,23.0,51.68,55.0,0.23,30
69856,10.0,2.22008,5.0,0.22,23
69887,62.5,0.6,60.0,0.12,8
69968,20.0,8.04,35.5,0.71,7
49701,20.0,12.8416,53.0,0.31,26
70103,12.5,8.83984,7.5,0.36,22
70198,17.5,4.7608,15.0,0.25,12
70212,13.0,0.68,6.0,0.09,11
41469,1265.5,478.38008,1123.5,0.1,181
48204,1.0,0.0,1.0,0.0,7
70319,7.0,0.0,2.5,0.0,7
70377,37.5,17.78,34.22,0.38,24
70407,2.0,0.0,3.0,0.0,4
70421,5.0,0.0,5.0,0.0,3
70434,3.0,0.0,2.05,0.0,2
70436,4.5,0.0,8.25,0.0,5
70499,79.5,28.32,50.0,0.07,61
70527,12.0,0.0,7.54,0.0,7
48971,2.0,0.0,7.5,0.0,3
47651,5.0,6.93,4.0,0.25,20
70543,20.0,0.0,3.25,0.0,5
70574,1.5,0.0,2.0,0.0,1
49746,23.5,0.0,23.0,0.0,7
70621,62.0,150.38024,40.0,0.46,71
70646,25.5,21.14,56.0,0.16,44
70690,10.0,22.0,285.0,0.07,14
70666,19.0,0.0,0.75,0.0,11
70737,24.5,1.44,2.0,0.06,18
70742,22.0,17.50032,17.74,0.31,55
69339,13.0,0.0,1.0,0.0,9
70784,15.0,0.0,34.0,0.0,1
49763,20.5,7.1,15.0,0.12,32
70795,329.5,258.2,240.0,0.03,117
70842,11.0,6.9,10.0,0.31,16
70883,2.5,0.0,2.5,0.0,6
17678,1.0,0.0,4.0,0.0,2
54942,20.0,8.636,14.0,0.09,44
70937,123.0,126.15632,50.0,0.46,57
