jobID,Real,Guess,Calc,pFound,len
25640,3,2.15,4.0,0.5,6
36768,2,2.57,2.0,0.5,4
38709,4,2.86,20.0,0.5,4
17031,3,2.13,7.0,0.5,8
23912,2,2.59,5.0,0.5,6
8011,3,2.08,3.0,0.5,2
24735,3,2.08,3.5,0.5,2
44882,4,2.24,42.0,0.5,4
11467,4,2.17,20.0,0.5,2
19226,4,2.17,4.0,0.5,2
47719,4,2.17,2.0,0.5,2
43215,4,2.12,15.0,0.5,8
28779,6,2.35,2.5,0.5,4
164,6,2.17,8.0,0.5,2
1639,7,2.24,3.0,0.5,4
7146,8,2.41,15.0,0.5,4
42781,8,2.29,30.0,0.5,4
4757,10,2.38,31.0,0.5,4
985,10,2.17,41.0,0.5,2
34224,15,3.23,11.5,0.5,12
35543,2,3.63,90.0,0.5,4
5751,18,2.51,88.0,0.5,8
30135,10,1.37,10.0,0.5,6
25340,28,2.42,10.0,0.5,2
37111,1,1.93,1.0,0.5,4
2542,56,2.55,75.5,0.5,2
20249,70,2.34,90.0,0.5,4
21942,69,2.13,31.0,0.5,2
17976,70,2.13,86.0,0.5,2
26073,2,0.0,4.0,0.5,2
44556,1,2.1,15.0,0.5,2
25641,1,2.19,1.0,0.5,2
5275,1,2.24,25.0,0.5,5
29260,1,2.24,2.5,0.5,2
36461,94,4.19,45.0,0.52,21
13507,3,2.74,15.0,0.53,19
12241,4,2.85,4.0,0.56,9
44927,6,2.33,7.5,0.56,9
37417,24,1.99,21.0,0.56,9
40399,4,4.16,3.0,0.57,7
26929,4,2.84,4.0,0.57,7
35881,6,3.2,4.0,0.57,7
24307,2,2.94,2.5,0.57,7
8741,2,3.1,3.5,0.57,7
25622,8,2.91,4.0,0.57,7
22747,1,2.7,1.0,0.57,7
41456,8,2.93,3.0,0.58,12
17227,41,0.7,54.0,0.58,12
44598,3,2.21,14.0,0.6,5
40885,4,2.41,32.0,0.6,5
34558,4,2.32,4.5,0.6,5
21227,17,2.61,185.45,0.6,38
17324,34,4.17,37.5,0.6,10
27913,12,1.45,7.0,0.6,5
2763,102,5.22,54.5,0.6,5
47409,3,3.28,3.5,0.62,8
7593,8,3.55,13.0,0.62,13
5169,7,3.02,7.5,0.62,8
17850,10,3.81,8.0,0.62,8
39357,4,1.49,5.0,0.62,9
3734,15,2.63,11.0,0.62,8
9778,84,2.7,75.0,0.62,8
48157,2,0.0,2.0,0.62,8
27701,1,2.66,32.0,0.62,8
31689,4,15.83,23.88,0.62,71
10982,31,25.44,40.0,0.63,65
12259,2,3.73,2.5,0.64,11
13181,2,9.56,2.5,0.64,14
34465,11,4.6,27.5,0.65,17
4663,3,3.1,15.0,0.67,6
17712,3,3.1,20.5,0.67,12
44809,2,1.93,8.0,0.67,30
35461,3,2.81,3.0,0.67,6
11026,3,3.3,3.0,0.67,6
9633,4,3.4,2.0,0.67,15
31033,3,2.54,3.0,0.67,3
6831,3,2.51,3.0,0.67,3
2050,5,5.87,3.0,0.67,18
1004,2,2.35,14.0,0.67,3
48783,2,2.38,11.0,0.67,3
20376,3,2.32,1.5,0.67,3
38199,2,2.57,20.5,0.67,3
30270,9,5.8,14.0,0.67,27
35664,1,0.63,2.0,0.67,3
22028,2,2.81,1.5,0.67,6
26063,3,4.25,2.5,0.67,12
39725,6,3.31,36.0,0.67,9
23802,2,2.9,12.0,0.67,6
38589,5,2.75,1.5,0.67,6
42195,2,3.11,11.0,0.67,5
35159,12,3.58,5.0,0.67,6
45692,11,3.26,10.0,0.67,9
22174,16,4.72,8.0,0.67,12
22918,63,15.5,14.0,0.67,15
15731,15,3.61,11.0,0.67,12
35338,23,4.91,12.0,0.67,9
4258,17,2.19,2.0,0.67,3
39884,15,1.91,57.0,0.67,3
27233,28,1.06,30.0,0.67,12
26975,4,0.0,15.0,0.67,6
23746,6,0.0,14.0,0.67,9
7038,1,2.57,80.0,0.67,3
25639,1,2.64,89.5,0.67,3
6684,16,2.4,7.5,0.68,24
29490,2,3.06,2.0,0.69,13
24431,41,4.9,21.0,0.69,13
30534,34,2.31,48.0,0.69,13
40846,6,2.6,38.0,0.7,10
29217,4,3.28,2.5,0.71,7
19477,2,2.7,1.73,0.71,7
7856,2,2.96,3.0,0.71,7
193,2,3.05,22.5,0.71,7
39540,8,3.23,10.0,0.71,7
29298,2,3.22,2.0,0.71,7
21338,10,3.34,21.0,0.71,7
27385,10,3.14,5.5,0.71,17
29663,4,8.96,2.5,0.71,7
6795,1,3.08,7.5,0.71,7
27340,2,1.92,55.0,0.72,18
2581,41,31.01,30.0,0.72,78
20776,51,14.54,30.5,0.72,39
24762,6,14.97,8.0,0.72,25
18690,2,8.71,8.5,0.72,29
19497,5,3.47,31.0,0.73,11
26703,6,11.89,4.47,0.73,11
32168,234,0.0,124.0,0.74,34
43188,3,2.98,4.0,0.75,8
1893,3,2.51,3.0,0.75,4
43662,2,2.39,4.0,0.75,4
12586,2,2.6,3.0,0.75,4
7769,4,2.6,4.0,0.75,4
14216,4,5.45,4.0,0.75,4
42371,4,5.58,4.0,0.75,8
19631,5,2.81,2.5,0.75,12
26072,8,4.17,5.5,0.75,51
8106,5,2.49,5.0,0.75,4
7066,5,2.33,14.0,0.75,4
30913,2,3.13,2.5,0.75,4
19444,6,2.55,3.5,0.75,4
17441,5,2.06,4.0,0.75,8
30724,11,3.92,7.0,0.75,12
33353,19,31.66,45.0,0.75,12
36771,12,2.66,19.5,0.75,4
45394,2,3.56,5.0,0.75,51
1946,17,2.9,25.5,0.75,12
24605,21,2.97,25.5,0.75,8
2615,17,2.14,4.0,0.75,8
29315,56,3.11,2.5,0.75,12
19535,36,1.17,30.0,0.75,4
46396,2,4.33,3.0,0.75,8
23283,1,2.38,2.5,0.75,4
46199,1,2.6,1.0,0.75,4
43828,2,8.8,8.0,0.75,8
40959,6,4.71,4.0,0.77,13
5389,31,7.43,4.0,0.77,35
5512,46,2.91,25.0,0.77,22
9379,75,4.12,72.0,0.77,47
18271,24,27.43,15.0,0.78,58
8993,26,17.34,21.0,0.78,18
40173,11,6.0,15.0,0.78,18
44664,6,3.26,15.0,0.78,9
38860,4,5.85,5.0,0.78,18
19703,8,4.12,2.5,0.78,36
14096,107,25.79,95.0,0.78,35
31157,4,7.48,19.0,0.78,19
1859,5,0.0,20.0,0.78,9
16102,2,4.12,6.0,0.78,18
22302,59,71.85,70.0,0.79,75
39527,236,164.03,22.0,0.79,101
9227,13,7.82,61.0,0.79,29
25368,9,13.22,12.0,0.79,43
777,12,4.33,8.0,0.79,14
24408,25,6.85,41.5,0.79,14
14511,65,3.52,40.65,0.79,14
32218,3,3.01,3.0,0.8,5
41279,3,2.92,7.0,0.8,5
10185,3,2.81,3.5,0.8,5
42820,2,2.45,5.0,0.8,5
9912,3,3.78,3.5,0.8,10
5350,2,2.67,2.5,0.8,5
46423,2,2.81,7.5,0.8,5
39909,6,3.11,6.0,0.8,5
2150,6,2.84,5.0,0.8,5
44963,6,2.57,6.0,0.8,5
23322,40,17.06,12.83,0.8,54
6989,2,3.16,4.0,0.8,10
22027,4,1.62,8.0,0.8,10
4662,2,3.2,3.0,0.8,5
23284,12,4.23,4.5,0.8,10
28040,8,2.72,30.0,0.8,5
35702,9,2.35,16.0,0.8,5
46519,10,2.51,38.0,0.8,56
36721,11,2.73,8.0,0.8,5
29552,12,2.5,6.0,0.8,5
15462,19,3.45,48.5,0.8,24
6426,35,3.48,70.0,0.8,25
14283,119,2.95,48.5,0.8,10
25656,1,2.22,3.5,0.8,5
7199,1,2.38,4.0,0.8,5
17396,5,12.19,3.0,0.8,15
17982,9,23.4,14.0,0.8,10
12111,1,2.81,1.0,0.8,5
6997,1,2.88,3.5,0.8,5
27270,11,7.17,2.0,0.81,26
5059,11,5.86,29.0,0.81,16
38865,63,3.4,110.0,0.81,27
26629,4,3.95,3.0,0.82,11
45413,3,3.29,21.0,0.82,16
43127,5,3.89,4.0,0.82,11
6665,5,2.62,2.0,0.82,14
28696,18,9.43,17.0,0.82,28
12151,20,9.5,15.3,0.82,33
38932,10,4.05,2.5,0.82,22
6577,13,4.92,5.0,0.82,17
2060,23,7.13,98.0,0.82,17
2881,15,4.45,18.0,0.82,17
33292,14,4.05,22.0,0.82,11
16558,93,4.01,40.0,0.82,17
17366,33,0.0,103.0,0.82,17
31098,2,4.72,2.2,0.82,11
34579,4,11.27,18.0,0.82,17
49289,7,6.94,20.5,0.83,21
23409,155,159.62,23.0,0.83,59
43701,6,5.76,15.0,0.83,14
14634,7,7.89,3.0,0.83,24
23313,4,3.28,4.5,0.83,6
21764,3,3.98,29.5,0.83,6
16244,7,4.68,6.0,0.83,18
2155,86,56.48,95.0,0.83,66
25337,7,4.05,7.5,0.83,12
26024,5,2.89,6.0,0.83,12
9185,4,5.71,6.0,0.83,12
7171,43,24.06,1.9,0.83,100
45983,6,3.04,17.0,0.83,6
19273,7,3.08,8.0,0.83,6
25901,24,8.55,17.0,0.83,36
43368,8,2.79,50.0,0.83,6
32205,8,2.44,8.95,0.83,6
1905,57,16.06,60.0,0.83,69
18015,92,12.44,75.0,0.83,6
16713,56,3.29,40.0,0.83,12
25286,62,3.32,24.0,0.83,6
19562,3,0.0,6.0,0.83,12
37515,8,0.0,7.5,0.83,23
1832,9,0.0,4.0,0.83,6
18265,26,0.0,138.0,0.83,63
5388,1,3.03,2.5,0.83,6
19572,1,3.15,2.55,0.83,6
28701,1,3.99,9.0,0.83,6
40449,232,256.0,51.0,0.84,167
1791,6,7.57,6.0,0.84,32
10764,36,9.85,23.24,0.84,70
17328,35,5.51,8.0,0.84,19
16687,68,185.55,2.5,0.84,50
13232,5,4.52,8.0,0.85,20
27926,25,20.73,15.0,0.85,20
12181,4,3.09,32.0,0.85,20
3101,196,141.2,194.0,0.85,75
24026,5,6.44,7.5,0.85,20
21954,19,12.26,11.0,0.85,62
15115,34,17.26,15.0,0.85,53
20058,71,25.78,30.0,0.85,54
41468,1,7.74,5.0,0.85,39
7227,3,3.38,6.5,0.86,7
22177,39,29.7,125.0,0.86,36
19468,3,2.28,15.0,0.86,7
5786,6,7.52,6.0,0.86,14
47460,4,2.95,3.0,0.86,22
12577,10,7.17,11.5,0.86,28
23280,7,4.85,8.3,0.86,14
13358,16,10.3,7.5,0.86,7
27282,9,4.43,9.0,0.86,14
5416,46,21.88,30.0,0.86,14
45393,6,2.82,4.0,0.86,18
24316,9,3.31,2.5,0.86,7
16342,3,5.06,3.0,0.86,14
46242,2,3.4,33.74,0.86,55
27404,32,9.55,20.0,0.86,29
15239,99,22.03,22.5,0.86,72
20115,9,1.59,10.0,0.86,21
23668,21,3.63,25.5,0.86,7
7632,15,2.27,5.0,0.86,14
22711,1,2.94,32.0,0.86,7
2285,70,50.33,7.5,0.87,38
39744,4,5.33,4.0,0.87,15
21529,25,14.26,29.0,0.87,68
25040,4,6.61,4.0,0.87,15
11122,62,20.66,45.0,0.87,89
5911,63,9.16,46.0,0.87,39
14005,1,6.83,2.0,0.87,15
15318,11,10.38,7.5,0.88,16
7534,4,3.62,2.5,0.88,8
34050,7,6.04,7.5,0.88,26
34851,12,10.01,12.94,0.88,25
7585,6,4.81,10.0,0.88,8
9636,3,3.75,10.0,0.88,8
7646,13,8.13,20.0,0.88,32
10412,5,7.13,2.0,0.88,16
8383,9,12.89,1.4,0.88,11
20455,10,5.48,9.0,0.88,17
10118,18,8.54,7.52,0.88,16
8550,82,37.74,40.0,0.88,86
35103,12,4.87,6.0,0.88,25
12267,93,33.99,22.5,0.88,42
41485,12,3.1,5.0,0.88,8
7096,57,10.29,3.0,0.88,8
39774,8,1.44,8.0,0.88,8
26661,37,5.8,28.0,0.88,8
17814,3,5.67,3.5,0.88,17
26782,2,3.81,3.5,0.88,8
11397,97,4.4,84.0,0.88,17
2788,3,6.63,3.0,0.88,8
9788,1,4.24,28.0,0.88,8
4270,24,24.56,24.0,0.89,72
8152,4,3.88,1.5,0.89,9
29942,5,5.79,8.0,0.89,18
39756,15,17.62,25.0,0.89,28
7456,9,7.14,8.0,0.89,35
9257,9,11.78,64.0,0.89,9
10186,8,10.52,8.0,0.89,19
43353,29,19.86,27.0,0.89,45
15647,22,14.5,42.0,0.89,60
6875,32,20.92,68.0,0.89,64
43181,5,3.24,22.46,0.89,48
38238,36,22.18,31.0,0.89,46
19466,8,11.57,8.0,0.89,28
38209,40,58.35,36.0,0.89,54
39786,38,19.83,20.0,0.89,47
34991,14,6.33,16.0,0.89,19
20525,6,2.61,4.5,0.89,9
44823,5,2.15,25.0,0.89,41
20278,14,5.43,20.0,0.89,27
20277,21,7.08,20.0,0.89,28
15178,76,24.91,60.0,0.89,79
23724,17,5.23,38.0,0.89,15
36425,9,2.67,7.5,0.89,19
1874,147,42.37,3.0,0.89,118
28522,39,10.08,54.0,0.89,18
33120,42,8.05,15.0,0.89,19
21914,6,10.86,7.5,0.89,19
41883,7,12.77,18.5,0.89,18
14147,22,3.86,10.0,0.89,9
13434,94,10.82,80.65,0.89,61
14448,80,7.33,76.65,0.89,18
18012,30,2.02,37.5,0.89,9
20695,7,0.0,3.0,0.89,19
12726,2,4.66,4.0,0.89,9
22852,45,180.12,36.0,0.89,107
40934,9,8.94,49.5,0.9,21
23787,10,8.23,17.0,0.9,45
40496,11,8.4,10.0,0.9,20
21373,6,4.36,1.0,0.9,21
25636,26,18.19,50.0,0.9,82
33267,23,15.25,32.0,0.9,29
41068,24,12.89,26.5,0.9,49
14016,33,17.16,63.0,0.9,52
13482,105,49.89,151.3,0.9,81
15328,66,23.65,42.0,0.9,61
37345,51,17.92,45.0,0.9,101
13051,51,17.86,27.5,0.9,30
25691,2,3.38,3.0,0.9,10
20257,16,4.28,15.0,0.9,20
24528,3,0.54,28.0,0.9,84
33720,34,4.86,7.5,0.9,21
31901,39,4.65,56.65,0.9,10
28102,16,76.62,55.5,0.9,42
29740,58,66.07,22.0,0.91,11
14712,11,9.26,5.0,0.91,23
9423,39,32.45,114.0,0.91,74
39865,14,11.41,13.5,0.91,34
37195,7,4.52,9.0,0.91,11
10374,196,265.81,8.0,0.91,290
23542,12,17.26,11.5,0.91,23
11001,24,11.93,45.0,0.91,47
30277,20,9.83,15.0,0.91,46
7696,51,24.09,60.0,0.91,45
26696,12,5.48,3.85,0.91,23
24598,47,8.52,40.0,0.91,70
16103,2,3.73,45.0,0.91,11
24086,29,3.51,28.0,0.91,11
45959,6,0.6,7.0,0.91,11
29196,69,6.16,70.0,0.91,37
23988,115,6.01,65.0,0.91,11
34076,2,4.31,7.5,0.91,11
10438,13,51.59,5.0,0.91,64
12742,8,8.13,28.0,0.92,25
16415,6,6.2,12.0,0.92,25
45362,5,4.45,6.0,0.92,13
3216,7,8.29,17.0,0.92,13
24122,12,9.36,24.0,0.92,12
44692,6,7.34,6.0,0.92,26
35395,10,12.64,40.0,0.92,49
35619,7,4.79,30.0,0.92,12
6706,24,16.06,25.5,0.92,51
7834,17,11.31,6.0,0.92,26
26796,8,10.76,69.65,0.92,14
18845,44,28.15,22.5,0.92,78
45609,8,10.95,8.0,0.92,25
8303,112,65.75,62.77,0.92,180
30679,22,12.88,35.0,0.92,12
31047,80,41.55,68.0,0.92,128
41145,57,28.64,60.0,0.92,51
36687,11,5.1,24.0,0.92,26
29915,12,5.24,20.0,0.92,24
16242,9,3.83,13.0,0.92,25
37344,25,10.48,27.0,0.92,24
13535,26,9.85,27.65,0.92,38
13902,60,19.42,97.5,0.92,50
38509,13,3.47,10.0,0.92,13
40338,44,11.69,48.0,0.92,79
18683,2,3.5,5.0,0.92,12
36435,44,9.3,20.0,0.92,53
5848,31,1.03,204.0,0.92,12
23075,7,0.0,7.0,0.92,12
38358,18,17.19,19.5,0.93,67
21188,9,8.24,12.0,0.93,30
28698,5,4.12,5.0,0.93,14
30373,44,34.5,35.24,0.93,105
24454,5,3.84,150.0,0.93,14
5178,21,25.9,16.0,0.93,40
15349,38,47.44,28.15,0.93,88
13407,7,8.98,15.0,0.93,44
45389,6,7.74,44.0,0.93,25
13835,194,250.29,56.0,0.93,170
38561,39,24.42,51.65,0.93,43
43919,19,11.29,14.0,0.93,29
39378,19,11.01,62.5,0.93,29
36797,9,5.13,24.0,0.93,27
1012,36,19.97,18.0,0.93,55
15712,29,16.08,41.6,0.93,75
6559,29,15.15,37.5,0.93,41
4991,5,7.43,9.0,0.93,27
37272,21,9.32,11.0,0.93,29
3749,26,10.51,37.5,0.93,45
45292,16,6.32,16.0,0.93,23
27278,27,8.38,23.0,0.93,28
35096,26,7.68,7.5,0.93,14
7695,54,92.55,17.95,0.93,71
43632,37,10.0,7.5,0.93,28
33498,28,7.47,68.0,0.93,37
33464,66,114.8,55.5,0.93,108
34977,8,2.08,5.86,0.93,14
23771,8,1.9,48.0,0.93,15
23694,267,61.15,37.0,0.93,113
46955,34,5.95,6.0,0.93,28
26181,7,1.03,99.0,0.93,14
33331,16,2.16,29.0,0.93,14
6366,363,42.63,34.5,0.93,215
2163,54,4.4,46.5,0.93,18
28721,25,1.42,120.0,0.93,14
7762,16,33.16,60.0,0.93,75
44340,3,6.8,3.41,0.93,14
12313,4,12.64,4.0,0.93,28
22707,22,78.54,105.0,0.93,114
21576,2,19.32,21.0,0.93,44
11454,156,153.29,24.0,0.94,230
23975,9,8.74,7.5,0.94,16
43192,9,8.54,12.51,0.94,34
3028,10,9.07,5.0,0.94,32
7959,20,17.44,80.0,0.94,50
29644,14,11.9,110.65,0.94,17
29702,30,34.62,25.0,0.94,83
11510,189,159.49,840.0,0.94,189
37568,17,19.85,27.0,0.94,57
11125,35,28.36,15.0,0.94,31
48189,13,15.48,17.0,0.94,31
13979,16,12.4,59.2,0.94,33
9908,7,4.81,6.9,0.94,16
44647,29,19.56,37.5,0.94,79
27279,25,16.68,40.0,0.94,33
11344,8,5.15,9.0,0.94,17
15412,4,5.43,15.0,0.94,16
43966,11,14.99,13.0,0.94,33
6943,137,81.63,83.5,0.94,175
19101,34,19.78,52.08,0.94,72
13794,9,13.24,5.0,0.94,18
33469,41,60.41,57.0,0.94,97
45319,4,5.92,4.0,0.94,18
7315,31,15.88,28.0,0.94,32
8990,105,53.24,255.0,0.94,153
34258,27,13.0,37.5,0.94,66
17635,53,25.36,244.0,0.94,90
4773,14,6.59,46.0,0.94,35
34808,62,28.92,48.0,0.94,104
42977,16,5.73,13.0,0.94,57
7348,33,11.49,1.0,0.94,50
6903,24,7.2,32.0,0.94,33
42306,17,28.91,10.0,0.94,49
33694,25,7.18,14.5,0.94,18
6890,87,24.21,70.5,0.94,54
15957,30,7.24,30.0,0.94,33
987,13,2.77,5.0,0.94,17
2922,6,10.94,133.5,0.94,127
5347,84,7.04,58.0,0.94,17
18650,63,4.68,29.5,0.94,68
15842,30,1.77,110.0,0.94,18
18013,30,1.02,15.0,0.94,34
11935,9,38.59,20.0,0.94,85
31147,19,19.2,2.5,0.95,24
33163,17,16.46,27.2,0.95,33
7026,21,22.71,2.0,0.95,58
31173,17,15.12,64.0,0.95,117
13315,21,18.63,14.48,0.95,57
26027,13,11.16,158.3,0.95,54
7453,5,5.73,10.5,0.95,20
18913,7,8.39,16.0,0.95,38
47544,33,25.11,25.0,0.95,40
14812,73,51.62,120.0,0.95,116
4900,9,6.31,92.0,0.95,22
11601,8,10.61,50.0,0.95,19
41791,11,14.89,12.0,0.95,55
20546,112,67.77,12.0,0.95,128
10657,30,17.2,80.0,0.95,74
20319,118,67.61,14.5,0.95,55
27393,41,21.48,40.0,0.95,78
16209,39,19.55,118.0,0.95,87
9435,17,25.56,13.6,0.95,39
18491,64,31.23,725.0,0.95,202
8339,73,35.03,61.0,0.95,146
